OBJECTID,ID_POLYGON,ID_COBER,ID_ANCES,INTER_ID,INTER_ANCE,ATRIBUTOS,SUPERF_HA,SUPERF_POR,CODE_ABREV,DESC_COBER,COB_PADRES,LIST_ATRIB,LIST_OBLIG,LIST_OPCIO
6290853,1763c090-56be-40f8-8149-9fd93211a215,600,,1,,12,7.16838338268,100.0,,No Predefinida,599,+10,,
6290854,1763c090-56be-40f8-8149-9fd93211a215,300,600,2,1,46,5.01786836787,70.0,PST,Pastizal,99,"44,45,46,47",,
6290855,1763c090-56be-40f8-8149-9fd93211a215,223,600,3,1,31,1.43367667654,20.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6290856,1763c090-56be-40f8-8149-9fd93211a215,333,600,4,1,49,0.71683833827,10.0,SDN,Suelo Desnudo,330,"44,48,49",,
6291002,22ea9170-c238-4a34-ba79-c0188db46f00,600,,1,,12,11.85396671611,100.0,,No Predefinida,599,+10,,
6291003,22ea9170-c238-4a34-ba79-c0188db46f00,300,600,2,1,46,9.48317337289,80.0,PST,Pastizal,99,"44,45,46,47",,
6291004,22ea9170-c238-4a34-ba79-c0188db46f00,232,600,3,1,31,1.77809500742,15.0,LOL,Olivar,220,"+30,35,36",,
6291005,22ea9170-c238-4a34-ba79-c0188db46f00,101,600,4,1,21,0.59269833581,5.0,EDF,Edificación,100,+20,,
6291024,2f3ebebb-349d-4b78-ae62-bebfa65881f8,316,,1,,,6.89839664829,100.0,CNF,Coniferas,310,40,,
6291110,231aa88b-641a-4d9a-a870-e25a6d8a29bd,300,,1,,46,5.18325804636,100.0,PST,Pastizal,99,"44,45,46,47",,
6291128,19e6ef2e-9c93-4c4a-b18a-c10d6626ca56,600,,1,,12,11.68851347884,100.0,,No Predefinida,599,+10,,
6291129,19e6ef2e-9c93-4c4a-b18a-c10d6626ca56,300,600,2,1,46,7.01310808731,60.0,PST,Pastizal,99,"44,45,46,47",,
6291130,19e6ef2e-9c93-4c4a-b18a-c10d6626ca56,223,600,3,1,31,2.33770269577,20.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6291131,19e6ef2e-9c93-4c4a-b18a-c10d6626ca56,320,600,4,1,46,2.33770269577,20.0,MTR,Matorral,99,"41,44,45,46",,
6291168,41925931-4df2-4651-b07f-1b11c3b9c26a,600,,1,,11,71.40356844981,100.0,,No Predefinida,599,+10,,
6291169,41925931-4df2-4651-b07f-1b11c3b9c26a,320,600,2,1,,42.84214106989,60.0,MTR,Matorral,99,"41,44,45,46",,
6291170,41925931-4df2-4651-b07f-1b11c3b9c26a,316,600,3,1,,28.56142737992,40.0,CNF,Coniferas,310,40,,
6291172,465978e3-e4e4-40d6-9bf7-07a0e24e2c47,860,,1,,,2.82725788853,100.0,EPU,Parque Urbano,850,28,100,
6291173,465978e3-e4e4-40d6-9bf7-07a0e24e2c47,121,860,2,1,,1.41362894426,50.0,SNE,Suelo No Edificado,100,,,
6291174,465978e3-e4e4-40d6-9bf7-07a0e24e2c47,102,860,3,1,,0.84817736656,30.0,ZAU,Zona Verde Artificial y Arbolado Urbano,100,,,
6291175,465978e3-e4e4-40d6-9bf7-07a0e24e2c47,101,860,4,1,21,0.28272578885,10.0,EDF,Edificación,100,+20,,
6291176,465978e3-e4e4-40d6-9bf7-07a0e24e2c47,111,860,5,1,,0.28272578885,10.0,OCT,Otras Construcciones,100,,,
6291185,468765f9-76fc-479b-b293-bfe6e33f3582,600,,1,,11,29.15310081708,100.0,,No Predefinida,599,+10,,
6291186,468765f9-76fc-479b-b293-bfe6e33f3582,320,600,2,1,,18.9495155311,65.0,MTR,Matorral,99,"41,44,45,46",,
6291187,468765f9-76fc-479b-b293-bfe6e33f3582,352,600,3,1,,10.20358528598,35.0,ARR,Afloramientos Rocosos y Roquedos,350,,,
6291271,545616f9-840d-43dd-a263-370e8deb6e6c,600,,1,,12,7.35690055522,100.0,,No Predefinida,599,+10,,
6291272,545616f9-840d-43dd-a263-370e8deb6e6c,813,600,2,1,,4.41414033313,60.0,UDS,Discontinuo,810,28,100,
6291273,545616f9-840d-43dd-a263-370e8deb6e6c,101,"600,813",3,"1,2",23,2.64848419988,36.0,EDF,Edificación,100,+20,,
6291274,545616f9-840d-43dd-a263-370e8deb6e6c,102,"600,813",4,"1,2",,0.66212104997,9.0,ZAU,Zona Verde Artificial y Arbolado Urbano,100,,,
6291275,545616f9-840d-43dd-a263-370e8deb6e6c,111,"600,813",5,"1,2",,0.44141403331,6.0,OCT,Otras Construcciones,100,,,
6291276,545616f9-840d-43dd-a263-370e8deb6e6c,121,"600,813",6,"1,2",,0.44141403331,6.0,SNE,Suelo No Edificado,100,,,
6291277,545616f9-840d-43dd-a263-370e8deb6e6c,103,"600,813",7,"1,2",,0.22070701666,3.0,LAA,Lámina de Agua Artificial,100,,,
6291278,545616f9-840d-43dd-a263-370e8deb6e6c,223,600,8,1,31,2.20707016657,30.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6291279,545616f9-840d-43dd-a263-370e8deb6e6c,300,600,9,1,46,0.73569005552,10.0,PST,Pastizal,99,"44,45,46,47",,
6291355,490d0d3e-64c0-43ec-a35a-4e9ba89c11bb,600,,1,,12,2.57131580909,100.0,,No Predefinida,599,+10,,
6291356,490d0d3e-64c0-43ec-a35a-4e9ba89c11bb,300,600,2,1,46,1.54278948545,60.0,PST,Pastizal,99,"44,45,46,47",,
6291357,490d0d3e-64c0-43ec-a35a-4e9ba89c11bb,813,600,3,1,,0.38569737136,15.0,UDS,Discontinuo,810,28,100,
6291358,490d0d3e-64c0-43ec-a35a-4e9ba89c11bb,121,"600,813",4,"1,3",,0.26998815995,10.5,SNE,Suelo No Edificado,100,,,
6291359,490d0d3e-64c0-43ec-a35a-4e9ba89c11bb,101,"600,813",5,"1,3",23,0.0578546057,2.25,EDF,Edificación,100,+20,,
6291360,490d0d3e-64c0-43ec-a35a-4e9ba89c11bb,102,"600,813",6,"1,3",,0.0578546057,2.25,ZAU,Zona Verde Artificial y Arbolado Urbano,100,,,
6291361,490d0d3e-64c0-43ec-a35a-4e9ba89c11bb,823,600,7,1,,0.38569737136,15.0,IAS,Industrial Aislada,820,28,100,
6291362,490d0d3e-64c0-43ec-a35a-4e9ba89c11bb,104,"600,823",8,"1,7",,0.30855789709,12.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6291363,490d0d3e-64c0-43ec-a35a-4e9ba89c11bb,101,"600,823",9,"1,7",25,0.07713947427,3.0,EDF,Edificación,100,+20,,
6291364,490d0d3e-64c0-43ec-a35a-4e9ba89c11bb,223,600,10,1,31,0.25713158091,10.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6291383,216d2773-dfea-407a-828a-68a5df968849,223,,1,,31,21.58625749464,100.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6291389,21704e8d-f0ec-449f-b19f-79874ca923a1,600,,1,,12,31.49839774674,100.0,,No Predefinida,599,+10,,
6291390,21704e8d-f0ec-449f-b19f-79874ca923a1,600,600,2,1,11,26.77363808473,85.0,,No Predefinida,599,+10,,
6291391,21704e8d-f0ec-449f-b19f-79874ca923a1,300,"600,600",3,"1,2",,17.93833751677,56.95,PST,Pastizal,99,"44,45,46,47",,
6291392,21704e8d-f0ec-449f-b19f-79874ca923a1,320,"600,600",4,"1,2",,8.83530056796,28.05,MTR,Matorral,99,"41,44,45,46",,
6291393,21704e8d-f0ec-449f-b19f-79874ca923a1,300,600,5,1,46,3.14983977467,10.0,PST,Pastizal,99,"44,45,46,47",,
6291394,21704e8d-f0ec-449f-b19f-79874ca923a1,101,600,6,1,23,1.57491988734,5.0,EDF,Edificación,100,+20,,
6291395,2302a85e-b266-4e2b-b7db-18a5c854d790,857,,1,,,2.75380307266,100.0,ECL,Cultural,850,28,100,
6291396,2302a85e-b266-4e2b-b7db-18a5c854d790,101,857,2,1,21,1.92766215086,70.0,EDF,Edificación,100,+20,,
6291397,2302a85e-b266-4e2b-b7db-18a5c854d790,121,857,3,1,,0.55076061453,20.0,SNE,Suelo No Edificado,100,,,
6291398,2302a85e-b266-4e2b-b7db-18a5c854d790,102,857,4,1,,0.13769015363,5.0,ZAU,Zona Verde Artificial y Arbolado Urbano,100,,,
6291399,2302a85e-b266-4e2b-b7db-18a5c854d790,104,857,5,1,,0.13769015363,5.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6291454,1a823e62-2dda-4012-8f4d-861453db9816,881,,1,,,7.04690930023,100.0,NRV,Red Viaria,880,28,100,
6291455,1a823e62-2dda-4012-8f4d-861453db9816,121,881,2,1,,4.22814558014,60.0,SNE,Suelo No Edificado,100,,,
6291456,1a823e62-2dda-4012-8f4d-861453db9816,104,881,3,1,,2.81876372009,40.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6291517,1b53f28f-7212-4de5-91c2-c25181a40c4b,600,,1,,11,31.14906874799,100.0,,No Predefinida,599,+10,,
6291518,1b53f28f-7212-4de5-91c2-c25181a40c4b,316,600,2,1,40,20.24689468619,65.0,CNF,Coniferas,310,40,,
6291519,1b53f28f-7212-4de5-91c2-c25181a40c4b,300,600,3,1,,10.9021740618,35.0,PST,Pastizal,99,"44,45,46,47",,
6291530,1bb576ff-e53c-470a-89c8-8c31c05151d5,300,,1,,,9.35089584651,100.0,PST,Pastizal,99,"44,45,46,47",,
6291601,2179566b-8fa9-449d-b8ad-d0466973be9c,300,,1,,46,4.96694692231,100.0,PST,Pastizal,99,"44,45,46,47",,
6291730,2fe95981-2738-444f-8761-619ef084fe65,600,,1,,12,31.82922388009,100.0,,No Predefinida,599,+10,,
6291731,2fe95981-2738-444f-8761-619ef084fe65,300,600,2,1,46,22.28045671607,70.0,PST,Pastizal,99,"44,45,46,47",,
6291732,2fe95981-2738-444f-8761-619ef084fe65,212,600,3,1,31,4.77438358201,15.0,CHL,Cultivos Herbáceos distintos de Arroz,210,"+30,35,36",,
6291733,2fe95981-2738-444f-8761-619ef084fe65,223,600,4,1,31,4.77438358201,15.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6291752,3943b2ee-9059-4339-bc1e-f62e24d5084c,600,,1,,13,3.81015852017,100.0,,No Predefinida,599,+10,,
6291753,3943b2ee-9059-4339-bc1e-f62e24d5084c,101,600,2,1,23,1.33355548206,35.0,EDF,Edificación,100,+20,,
6291754,3943b2ee-9059-4339-bc1e-f62e24d5084c,300,600,3,1,46,1.14304755605,30.0,PST,Pastizal,99,"44,45,46,47",,
6291755,3943b2ee-9059-4339-bc1e-f62e24d5084c,131,600,4,1,,0.76203170403,20.0,ZEV,Zonas de Extracción o Vertido,100,,,
6291756,3943b2ee-9059-4339-bc1e-f62e24d5084c,316,600,5,1,,0.38101585202,10.0,CNF,Coniferas,310,40,,
6291757,3943b2ee-9059-4339-bc1e-f62e24d5084c,104,600,6,1,,0.19050792601,5.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6291788,250e9fc6-b5db-4d0d-9910-debe7fdc43e3,823,,1,,,5.35207821809,100.0,IAS,Industrial Aislada,820,28,100,
6291789,250e9fc6-b5db-4d0d-9910-debe7fdc43e3,121,823,2,1,,4.54926648537,85.0,SNE,Suelo No Edificado,100,,,
6291790,250e9fc6-b5db-4d0d-9910-debe7fdc43e3,101,823,3,1,25,0.53520782181,10.0,EDF,Edificación,100,+20,,
6291791,250e9fc6-b5db-4d0d-9910-debe7fdc43e3,111,823,4,1,,0.2676039109,5.0,OCT,Otras Construcciones,100,,,
6291873,34bd8e00-60a9-40bb-8458-5351a496f639,212,,1,,31,2.48636893271,100.0,CHL,Cultivos Herbáceos distintos de Arroz,210,"+30,35,36",,
6291932,3bc97418-8bb7-4d9f-bb81-619f784b2bb5,600,,1,,12,24.80184888224,100.0,,No Predefinida,599,+10,,
6291933,3bc97418-8bb7-4d9f-bb81-619f784b2bb5,212,600,2,1,31,11.16083199701,45.0,CHL,Cultivos Herbáceos distintos de Arroz,210,"+30,35,36",,
6291934,3bc97418-8bb7-4d9f-bb81-619f784b2bb5,300,600,3,1,46,7.44055466467,30.0,PST,Pastizal,99,"44,45,46,47",,
6291935,3bc97418-8bb7-4d9f-bb81-619f784b2bb5,223,600,4,1,31,4.96036977645,20.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6291936,3bc97418-8bb7-4d9f-bb81-619f784b2bb5,813,600,5,1,,1.24009244411,5.0,UDS,Discontinuo,810,28,100,
6291937,3bc97418-8bb7-4d9f-bb81-619f784b2bb5,121,"600,813",6,"1,5",,0.49603697764,2.0,SNE,Suelo No Edificado,100,,,
6291938,3bc97418-8bb7-4d9f-bb81-619f784b2bb5,101,"600,813",7,"1,5",23,0.31002311103,1.25,EDF,Edificación,100,+20,,
6291939,3bc97418-8bb7-4d9f-bb81-619f784b2bb5,104,"600,813",8,"1,5",,0.24801848882,1.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6291940,3bc97418-8bb7-4d9f-bb81-619f784b2bb5,102,"600,813",9,"1,5",,0.12400924441,0.5,ZAU,Zona Verde Artificial y Arbolado Urbano,100,,,
6291941,3bc97418-8bb7-4d9f-bb81-619f784b2bb5,111,"600,813",10,"1,5",,0.06200462221,0.25,OCT,Otras Construcciones,100,,,
6291954,1e631ebe-5ea5-4735-b601-a20a67d51c86,812,,1,,,3.58700268413,100.0,UEN,Ensanche,810,28,100,
6291955,1e631ebe-5ea5-4735-b601-a20a67d51c86,104,812,2,1,,3.22830241572,90.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6291956,1e631ebe-5ea5-4735-b601-a20a67d51c86,111,812,3,1,,0.35870026841,10.0,OCT,Otras Construcciones,100,,,
6291977,1ecf75f2-25a8-4378-913c-2003b1047045,858,,1,,,1.39419874706,100.0,EDP,Deportivo,850,28,100,
6291978,1ecf75f2-25a8-4378-913c-2003b1047045,111,858,2,1,,1.39419874706,100.0,OCT,Otras Construcciones,100,,,
6291987,1ef40345-74aa-4413-8ded-80cde02bc700,316,,1,,40,6.30930602501,100.0,CNF,Coniferas,310,40,,
6292003,22fff5bd-ec2b-4d78-b547-de92b1081f3c,333,,1,,49,4.47275168163,100.0,SDN,Suelo Desnudo,330,"44,48,49",,
6292219,20c8e72c-9a8b-4417-b56f-2dbbb89d27ed,600,,1,,12,27.85414467202,100.0,,No Predefinida,599,+10,,
6292220,20c8e72c-9a8b-4417-b56f-2dbbb89d27ed,813,600,2,1,,20.05498416386,72.0,UDS,Discontinuo,810,28,100,
6292221,20c8e72c-9a8b-4417-b56f-2dbbb89d27ed,101,"600,813",3,"1,2",23,6.01649524916,21.6,EDF,Edificación,100,+20,,
6292222,20c8e72c-9a8b-4417-b56f-2dbbb89d27ed,121,"600,813",4,"1,2",,6.01649524916,21.6,SNE,Suelo No Edificado,100,,,
6292223,20c8e72c-9a8b-4417-b56f-2dbbb89d27ed,102,"600,813",5,"1,2",,3.00824762458,10.8,ZAU,Zona Verde Artificial y Arbolado Urbano,100,,,
6292224,20c8e72c-9a8b-4417-b56f-2dbbb89d27ed,104,"600,813",6,"1,2",,3.00824762458,10.8,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6292225,20c8e72c-9a8b-4417-b56f-2dbbb89d27ed,103,"600,813",7,"1,2",,1.00274920819,3.6,LAA,Lámina de Agua Artificial,100,,,
6292226,20c8e72c-9a8b-4417-b56f-2dbbb89d27ed,111,"600,813",8,"1,2",,1.00274920819,3.6,OCT,Otras Construcciones,100,,,
6292227,20c8e72c-9a8b-4417-b56f-2dbbb89d27ed,223,600,9,1,31,7.79916050817,28.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6292255,20f433c9-c66a-476e-b792-8bfd80a050da,300,,1,,46,3.84454714678,100.0,PST,Pastizal,99,"44,45,46,47",,
6292309,21efae13-024d-48ce-bd99-5ce7c181345b,600,,1,,11,13.68766583963,100.0,,No Predefinida,599,+10,,
6292310,21efae13-024d-48ce-bd99-5ce7c181345b,300,600,2,1,,12.31889925567,90.0,PST,Pastizal,99,"44,45,46,47",,
6292311,21efae13-024d-48ce-bd99-5ce7c181345b,316,600,3,1,,1.36876658396,10.0,CNF,Coniferas,310,40,,
6292496,254ed050-2d33-48be-8bfb-29fda9cf175f,316,,1,,,2.03703810276,100.0,CNF,Coniferas,310,40,,
6292513,239eb44b-b938-4434-ba14-eb5c11e02626,600,,1,,12,5.04641210905,100.0,,No Predefinida,599,+10,,
6292514,239eb44b-b938-4434-ba14-eb5c11e02626,223,600,2,1,31,3.78480908179,75.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6292515,239eb44b-b938-4434-ba14-eb5c11e02626,813,600,3,1,,1.26160302726,25.0,UDS,Discontinuo,810,28,100,
6292516,239eb44b-b938-4434-ba14-eb5c11e02626,121,"600,813",4,"1,3",,0.56772136227,11.25,SNE,Suelo No Edificado,100,,,
6292517,239eb44b-b938-4434-ba14-eb5c11e02626,101,"600,813",5,"1,3",23,0.37848090818,7.5,EDF,Edificación,100,+20,,
6292518,239eb44b-b938-4434-ba14-eb5c11e02626,104,"600,813",6,"1,3",,0.31540075682,6.25,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6292590,24087d7b-36a7-4d14-ae84-a38839a70751,854,,1,,,1.07022688299,100.0,EDU,Educación,850,28,100,
6292591,24087d7b-36a7-4d14-ae84-a38839a70751,101,854,2,1,21,0.4280907532,40.0,EDF,Edificación,100,+20,,
6292592,24087d7b-36a7-4d14-ae84-a38839a70751,111,854,3,1,,0.4280907532,40.0,OCT,Otras Construcciones,100,,,
6292593,24087d7b-36a7-4d14-ae84-a38839a70751,102,854,4,1,,0.1070226883,10.0,ZAU,Zona Verde Artificial y Arbolado Urbano,100,,,
6292594,24087d7b-36a7-4d14-ae84-a38839a70751,104,854,5,1,,0.1070226883,10.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6292685,3805ec60-f634-448a-ad64-a3d6fd647639,854,,1,,,1.05144457937,100.0,EDU,Educación,850,28,100,
6292686,3805ec60-f634-448a-ad64-a3d6fd647639,101,854,2,1,21,0.42057783175,40.0,EDF,Edificación,100,+20,,
6292687,3805ec60-f634-448a-ad64-a3d6fd647639,111,854,3,1,,0.31543337381,30.0,OCT,Otras Construcciones,100,,,
6292688,3805ec60-f634-448a-ad64-a3d6fd647639,104,854,4,1,,0.15771668691,15.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6292689,3805ec60-f634-448a-ad64-a3d6fd647639,121,854,5,1,,0.10514445794,10.0,SNE,Suelo No Edificado,100,,,
6292690,3805ec60-f634-448a-ad64-a3d6fd647639,102,854,6,1,,0.05257222897,5.0,ZAU,Zona Verde Artificial y Arbolado Urbano,100,,,
6292817,3876ba79-562e-457f-b826-6ac60ae3e2fc,812,,1,,,29.27608799783,100.0,UEN,Ensanche,810,28,100,
6292818,3876ba79-562e-457f-b826-6ac60ae3e2fc,101,812,2,1,22,24.88467479816,85.0,EDF,Edificación,100,+20,,
6292819,3876ba79-562e-457f-b826-6ac60ae3e2fc,104,812,3,1,,4.39141319967,15.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6292872,33c88d19-a5ce-4c8a-bb9f-ba8f185e8859,851,,1,,,1.80073989251,100.0,EAI,Administrativo Institucional,850,28,100,
6292873,33c88d19-a5ce-4c8a-bb9f-ba8f185e8859,101,851,2,1,21,1.08044393551,60.0,EDF,Edificación,100,+20,,
6292874,33c88d19-a5ce-4c8a-bb9f-ba8f185e8859,102,851,3,1,,0.54022196775,30.0,ZAU,Zona Verde Artificial y Arbolado Urbano,100,,,
6292875,33c88d19-a5ce-4c8a-bb9f-ba8f185e8859,104,851,4,1,,0.18007398925,10.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6292987,f9b1f54c-dd2b-4905-bd11-7bff74756fe7,333,,1,,,47.02693660495,100.0,SDN,Suelo Desnudo,330,"44,48,49",,
6293004,2c921f7e-95db-41d3-9bbb-b7c12d36a4a6,600,,1,,12,10.5919578757,100.0,,No Predefinida,599,+10,,
6293005,2c921f7e-95db-41d3-9bbb-b7c12d36a4a6,300,600,2,1,46,6.35517472542,60.0,PST,Pastizal,99,"44,45,46,47",,
6293006,2c921f7e-95db-41d3-9bbb-b7c12d36a4a6,223,600,3,1,31,2.64798946892,25.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6293007,2c921f7e-95db-41d3-9bbb-b7c12d36a4a6,813,600,4,1,,1.58879368135,15.0,UDS,Discontinuo,810,28,100,
6293008,2c921f7e-95db-41d3-9bbb-b7c12d36a4a6,121,"600,813",5,"1,4",,0.55607778847,5.25,SNE,Suelo No Edificado,100,,,
6293009,2c921f7e-95db-41d3-9bbb-b7c12d36a4a6,101,"600,813",6,"1,4",23,0.39719842034,3.75,EDF,Edificación,100,+20,,
6293010,2c921f7e-95db-41d3-9bbb-b7c12d36a4a6,104,"600,813",7,"1,4",,0.2383190522,2.25,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6293011,2c921f7e-95db-41d3-9bbb-b7c12d36a4a6,111,"600,813",8,"1,4",,0.2383190522,2.25,OCT,Otras Construcciones,100,,,
6293012,2c921f7e-95db-41d3-9bbb-b7c12d36a4a6,102,"600,813",9,"1,4",,0.15887936814,1.5,ZAU,Zona Verde Artificial y Arbolado Urbano,100,,,
6293122,4ec40ca5-4325-4680-9154-a52701667db0,600,,1,,12,2.34128253958,100.0,,No Predefinida,599,+10,,
6293123,4ec40ca5-4325-4680-9154-a52701667db0,223,600,2,1,31,1.94326450785,83.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6293124,4ec40ca5-4325-4680-9154-a52701667db0,212,600,3,1,31,0.23412825396,10.0,CHL,Cultivos Herbáceos distintos de Arroz,210,"+30,35,36",,
6293125,4ec40ca5-4325-4680-9154-a52701667db0,316,600,4,1,,0.09365130158,4.0,CNF,Coniferas,310,40,,
6293126,4ec40ca5-4325-4680-9154-a52701667db0,101,600,5,1,21,0.07023847619,3.0,EDF,Edificación,100,+20,,
6293195,8a46d5c6-d1a4-4d8f-99b6-06bbeb462648,854,,1,,,1.50682972369,100.0,EDU,Educación,850,28,100,
6293196,8a46d5c6-d1a4-4d8f-99b6-06bbeb462648,101,854,2,1,21,1.20546377895,80.0,EDF,Edificación,100,+20,,
6293197,8a46d5c6-d1a4-4d8f-99b6-06bbeb462648,104,854,3,1,,0.30136594474,20.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6293217,817bdcf5-c4b0-4c87-a823-fdeb6c44de57,881,,1,,,4.25504044144,100.0,NRV,Red Viaria,880,28,100,
6293218,817bdcf5-c4b0-4c87-a823-fdeb6c44de57,121,881,2,1,,2.76577628694,65.0,SNE,Suelo No Edificado,100,,,
6293219,817bdcf5-c4b0-4c87-a823-fdeb6c44de57,104,881,3,1,,1.48926415451,35.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6293250,908c3ed4-b425-47f2-875a-9f80493ef378,600,,1,,11,144.02906132525,100.0,,No Predefinida,599,+10,,
6293251,908c3ed4-b425-47f2-875a-9f80493ef378,316,600,2,1,,122.42470212647,85.0,CNF,Coniferas,310,40,,
6293252,908c3ed4-b425-47f2-875a-9f80493ef378,300,600,3,1,,21.60435919879,15.0,PST,Pastizal,99,"44,45,46,47",,
6293265,6d4e0106-7c2c-4260-8cd5-9a238c346edd,600,,1,,12,31.52064010898,100.0,,No Predefinida,599,+10,,
6293266,6d4e0106-7c2c-4260-8cd5-9a238c346edd,300,600,2,1,46,25.21651208718,80.0,PST,Pastizal,99,"44,45,46,47",,
6293267,6d4e0106-7c2c-4260-8cd5-9a238c346edd,212,600,3,1,31,3.1520640109,10.0,CHL,Cultivos Herbáceos distintos de Arroz,210,"+30,35,36",,
6293268,6d4e0106-7c2c-4260-8cd5-9a238c346edd,223,600,4,1,31,3.1520640109,10.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6293299,265e5e3a-858c-4ab2-b390-ac886efac8d6,600,,1,,12,1.25476159704,100.0,,No Predefinida,599,+10,,
6293300,265e5e3a-858c-4ab2-b390-ac886efac8d6,121,600,2,1,,0.50190463881,40.0,SNE,Suelo No Edificado,100,,,
6293301,265e5e3a-858c-4ab2-b390-ac886efac8d6,320,600,3,1,,0.50190463881,40.0,MTR,Matorral,99,"41,44,45,46",,
6293302,265e5e3a-858c-4ab2-b390-ac886efac8d6,101,600,4,1,22,0.25095231941,20.0,EDF,Edificación,100,+20,,
6293373,2bdf0c2f-892f-4e35-ab61-adde3ec9cd15,813,,1,,,6.44609214623,100.0,UDS,Discontinuo,810,28,100,
6293374,2bdf0c2f-892f-4e35-ab61-adde3ec9cd15,121,813,2,1,,2.06274948679,32.0,SNE,Suelo No Edificado,100,,,
6293375,2bdf0c2f-892f-4e35-ab61-adde3ec9cd15,104,813,3,1,,1.61152303656,25.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6293376,2bdf0c2f-892f-4e35-ab61-adde3ec9cd15,101,813,4,1,23,1.48260119363,23.0,EDF,Edificación,100,+20,,
6293377,2bdf0c2f-892f-4e35-ab61-adde3ec9cd15,102,813,5,1,,1.28921842925,20.0,ZAU,Zona Verde Artificial y Arbolado Urbano,100,,,
6293378,2bf5532f-ab70-4192-9ff5-2f38fd4b8c73,231,,1,,32,27.59121099385,100.0,LVI,Viñedo,220,"+30,35,36",,
6293419,3aaf4486-6970-46d9-b97f-7a2a3827c724,223,,1,,31,5.5514307278,100.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6293460,336f8d94-cee1-4664-aea2-3304f2808df8,212,,1,,31,14.35697746574,100.0,CHL,Cultivos Herbáceos distintos de Arroz,210,"+30,35,36",,
6293494,3ee51f44-2c8d-47c8-bee6-105b6bb42ae9,813,,1,,,1.37011289151,100.0,UDS,Discontinuo,810,28,100,
6293495,3ee51f44-2c8d-47c8-bee6-105b6bb42ae9,121,813,2,1,,0.57544741443,42.0,SNE,Suelo No Edificado,100,,,
6293496,3ee51f44-2c8d-47c8-bee6-105b6bb42ae9,101,813,3,1,23,0.30142483613,22.0,EDF,Edificación,100,+20,,
6293497,3ee51f44-2c8d-47c8-bee6-105b6bb42ae9,104,813,4,1,,0.26032144939,19.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6293498,3ee51f44-2c8d-47c8-bee6-105b6bb42ae9,102,813,5,1,,0.15071241807,11.0,ZAU,Zona Verde Artificial y Arbolado Urbano,100,,,
6293499,3ee51f44-2c8d-47c8-bee6-105b6bb42ae9,103,813,6,1,,0.08220677349,6.0,LAA,Lámina de Agua Artificial,100,,,
6293562,35e9cff8-236c-4957-a57a-da3275cceeae,600,,1,,12,64.38261182415,100.0,,No Predefinida,599,+10,,
6293563,35e9cff8-236c-4957-a57a-da3275cceeae,223,600,2,1,31,22.53391413845,35.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6293564,35e9cff8-236c-4957-a57a-da3275cceeae,300,600,3,1,46,14.80800071956,23.0,PST,Pastizal,99,"44,45,46,47",,
6293565,35e9cff8-236c-4957-a57a-da3275cceeae,813,600,4,1,,14.16417460131,22.0,UDS,Discontinuo,810,28,100,
6293566,35e9cff8-236c-4957-a57a-da3275cceeae,121,"600,813",5,"1,4",,5.24074460249,8.14,SNE,Suelo No Edificado,100,,,
6293567,35e9cff8-236c-4957-a57a-da3275cceeae,101,"600,813",6,"1,4",23,3.2577601583,5.06,EDF,Edificación,100,+20,,
