OBJECTID,ID_POLYGON,ID_COBER,ID_ANCES,INTER_ID,INTER_ANCE,ATRIBUTOS,SUPERF_HA,SUPERF_POR,CODE_ABREV,DESC_COBER,COB_PADRES,LIST_ATRIB,LIST_OBLIG,LIST_OPCIO
6188195,00fccee7-befa-485b-bca4-c81c134b7ece,223,,1,,31,2.60306757698,100.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6188227,08435952-12f9-43a7-a7ab-b829d3689171,300,,1,,46,7.06462211537,100.0,PST,Pastizal,99,"44,45,46,47",,
6188260,08de9c12-1661-43c8-9f52-b000df676083,300,,1,,46,2.66484255593,100.0,PST,Pastizal,99,"44,45,46,47",,
6188261,12bf92ed-e5db-49cf-bd92-3becb733b10c,223,,1,,31,3.07284702709,100.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6188270,54a00e85-06c9-4391-9b9a-5031152a9009,223,,1,,31,2.25309847473,100.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6188274,12869002-87b9-4562-92e3-fdaf9f63728f,212,,1,,31,3.37054175585,100.0,CHL,Cultivos Herbáceos distintos de Arroz,210,"+30,35,36",,
6188285,261e9f93-be95-4ff9-8936-27457912cc63,223,,1,,31,46.21467335485,100.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6188288,34775e3a-f0ec-4591-9163-171922bdb955,223,,1,,31,24.03795063677,100.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6188332,06dd538a-3569-4e27-a072-7833b645a36e,223,,1,,31,25.83076748506,100.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6188386,386b4aab-dd1a-4808-9292-d5f15c86719b,223,,1,,31,6.64266281136,100.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6188395,546e2a92-c73a-4826-b37d-7d26c4724953,212,,1,,31,2.49099412552,100.0,CHL,Cultivos Herbáceos distintos de Arroz,210,"+30,35,36",,
6188421,098ae6cc-104f-4829-a7cb-afb1522d34b0,320,,1,,46,3.03974326078,100.0,MTR,Matorral,99,"41,44,45,46",,
6188423,1ab7de4d-7a69-4711-898e-09b7940ccf1d,231,,1,,31,13.69358468728,100.0,LVI,Viñedo,220,"+30,35,36",,
6188432,1979f191-99ea-41ef-8dbc-cc79506e6961,223,,1,,31,6.11799422659,100.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6188438,2734c038-d038-4f2d-becc-5b406050ca0f,223,,1,,31,3.17663888716,100.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6188439,2a84857a-b59b-4dd2-a5de-062a61f8d4d4,300,,1,,46,12.50594956327,100.0,PST,Pastizal,99,"44,45,46,47",,
6188458,0daba5a5-cdb0-4ea7-9682-8e251a3afce3,212,,1,,31,2.8450750706,100.0,CHL,Cultivos Herbáceos distintos de Arroz,210,"+30,35,36",,
6188460,2358c55c-96e0-4c8c-81dd-9e986bc4596c,232,,1,,31,6.63029565456,100.0,LOL,Olivar,220,"+30,35,36",,
6188492,1adb0221-2301-4273-b040-97cdf59bb211,212,,1,,31,5.05913586948,100.0,CHL,Cultivos Herbáceos distintos de Arroz,210,"+30,35,36",,
6188495,04a501f8-bf16-48a3-9cf8-d3e5daeb15e5,300,,1,,46,6.48279210372,100.0,PST,Pastizal,99,"44,45,46,47",,
6188548,23759590-e7e6-4e4a-9bd2-3819b3ae12eb,223,,1,,31,2.02274261199,100.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6188550,41781d06-1651-431d-9670-206a5bdb3f69,300,,1,,46,13.14882345081,100.0,PST,Pastizal,99,"44,45,46,47",,
6188551,44bf36d1-502c-4f9b-a077-1fb81c5ec54e,212,,1,,31,9.20224454891,100.0,CHL,Cultivos Herbáceos distintos de Arroz,210,"+30,35,36",,
6188623,191a77d5-7be4-46e0-bc61-6d3989e81de4,333,,1,,,8.67142325847,100.0,SDN,Suelo Desnudo,330,"44,48,49",,
6188630,15b1b8dc-99f5-4c98-b68a-1fd2d01b15f1,513,,1,,,2.07468599883,100.0,ALG,Lagos y Lagunas,512,,,
6188657,45f5da6e-082e-4ee2-a30f-74368ffdb3e9,131,,1,,,5.20929922573,100.0,ZEV,Zonas de Extracción o Vertido,100,,,
6188665,62e30119-2c13-408b-8c1c-e4e650ebf46d,320,,1,,,7.28567714002,100.0,MTR,Matorral,99,"41,44,45,46",,
6188668,3e64b325-a3be-4d5f-b5a3-d3aa0a215a05,600,,1,,12,7.91225281386,100.0,,No Predefinida,599,+10,,
6188685,1f8e0caf-6eb6-4e32-872f-f59de535eb6f,600,,1,,12,28.65046991987,100.0,,No Predefinida,599,+10,,
6188705,01a38a79-7551-43a1-8ffc-a7617c543968,600,,1,,11,6.14966787284,100.0,,No Predefinida,599,+10,,
6188706,4c65051a-0210-4d39-958a-dd50b5bf5006,600,,1,,12,76.20841695282,100.0,,No Predefinida,599,+10,,
6188725,08dbafdd-01a9-4a00-8e4e-a7d092cb52f5,600,600,2,1,11,4.16845072767,70.0,,No Predefinida,599,+10,,
6188726,08dbafdd-01a9-4a00-8e4e-a7d092cb52f5,600,,1,,13,5.95492961095,100.0,,No Predefinida,599,+10,,
6188734,4c5f6da1-c9b9-4c9d-8472-726788968551,600,,1,,11,7.65677702243,100.0,,No Predefinida,599,+10,,
6188740,290559b9-abed-4f86-817d-153f84cb476d,600,,1,,11,4.52431938034,100.0,,No Predefinida,599,+10,,
6188748,1537542c-4d49-48d9-96c3-b2f0fc9b4007,600,,1,,12,49.62840903518,100.0,,No Predefinida,599,+10,,
6188784,043d8980-b9d6-422c-98c2-72b4652c7f58,600,,1,,13,28.45969614809,100.0,,No Predefinida,599,+10,,
6188811,0cfdb3f0-7f7a-4378-96ad-fda486d05b42,600,,1,,11,5.96310593852,100.0,,No Predefinida,599,+10,,
6188822,025de65d-8883-4490-b80a-a20b17fb8eef,600,,1,,12,2.14658524351,100.0,,No Predefinida,599,+10,,
6188828,0cbf17dd-9524-4b00-a8de-73d407d459a8,600,,1,,12,7.17252455323,100.0,,No Predefinida,599,+10,,
6188862,0fd68f49-808b-4138-9fb5-9b9ee1b2454f,600,,1,,12,5.14524814198,100.0,,No Predefinida,599,+10,,
6188901,085cf215-a198-43dc-97d3-ee7a8b4413be,600,,1,,11,12.29921067929,100.0,,No Predefinida,599,+10,,
6188953,0b7e3907-6d7f-4500-9cb3-8b3c0d9a3477,600,,1,,12,1.14855487054,100.0,,No Predefinida,599,+10,,
6189004,6a122d36-310a-43a3-8169-48ef9b5ace4e,600,,1,,12,20.32097405758,100.0,,No Predefinida,599,+10,,
6189006,0ec6c787-42bd-4d25-a4dd-2e99e34dbe93,600,,1,,12,1.42520546324,100.0,,No Predefinida,599,+10,,
6189027,5be48729-7cea-4dd5-abb5-21bf58407642,600,,1,,11,16.93235270782,100.0,,No Predefinida,599,+10,,
6189043,b6ca6e01-5ee1-4ecc-a8fd-7ec61f5ec0da,600,,1,,12,6.81511251948,100.0,,No Predefinida,599,+10,,
6189073,0c5b8b34-9ad1-41b3-bfb4-fe35e7078540,600,,1,,12,22.54304075275,100.0,,No Predefinida,599,+10,,
6189089,0105c178-4836-46ec-a784-d5d9817084d9,600,,1,,12,2.37659802877,100.0,,No Predefinida,599,+10,,
6189151,1e3d9c84-2e12-4011-96e4-f1241bfdf8bf,600,,1,,11,6.85243163199,100.0,,No Predefinida,599,+10,,
6189207,48edee1e-9d8b-4fc1-a6ee-cb982b4fa1fe,600,,1,,13,5.06873494793,100.0,,No Predefinida,599,+10,,
6189216,48d008af-5b1d-4076-a7bb-11ecf70571a2,600,,1,,11,366.05612976751,100.0,,No Predefinida,599,+10,,
6189227,0567a0ab-182b-4af3-8398-0c83c99eeaf8,600,,1,,11,27.50991512686,100.0,,No Predefinida,599,+10,,
6189230,ad23c9c3-cc27-45a0-9507-dddfe6e657de,600,,1,,12,3.51831986553,100.0,,No Predefinida,599,+10,,
6189242,086bfe0e-5899-41e0-be14-f2ff0bbdf0fe,600,,1,,12,4.24663836965,100.0,,No Predefinida,599,+10,,
6189254,1a0c0f5d-760e-447e-8b0b-a0243062e199,600,,1,,12,5.63704954276,100.0,,No Predefinida,599,+10,,
6189277,1c6c5b13-a336-4018-aa92-550f58771e82,600,,1,,11,125.8727143223,100.0,,No Predefinida,599,+10,,
6189279,0a9347bc-7ad3-4e75-bf47-095016273c2a,600,,1,,12,4.5120786857,100.0,,No Predefinida,599,+10,,
6189317,2ab92a31-4a31-42f4-9dea-bf3d82fe0588,600,,1,,12,97.72141269965,100.0,,No Predefinida,599,+10,,
6189326,023ed5b9-50f0-4a99-9fba-bd7827e5b6c6,600,,1,,12,4.1767547792,100.0,,No Predefinida,599,+10,,
6189355,057ff78b-9f14-4f09-a5bd-991e28022bcd,600,,1,,12,13.09169119575,100.0,,No Predefinida,599,+10,,
6189362,53d3d685-65d0-42dd-a93d-24f5a0f7befd,600,,1,,12,9.94216765304,100.0,,No Predefinida,599,+10,,
6189420,00d532e0-0b1b-48bc-869c-199aaf1fb345,600,,1,,12,2.62143393925,100.0,,No Predefinida,599,+10,,
6189441,0e3994cc-c26d-45f4-b174-e0c11415d6e5,600,,1,,12,5.68836842384,100.0,,No Predefinida,599,+10,,
6189464,10fa83a5-c0be-47b4-859b-1679df64c1b5,600,,1,,12,31.44035961765,100.0,,No Predefinida,599,+10,,
6189472,12ce1266-e65d-4749-9eb0-41299e1b7e03,600,,1,,12,11.13194037872,100.0,,No Predefinida,599,+10,,
6189480,3e64b325-a3be-4d5f-b5a3-d3aa0a215a05,300,600,2,1,46,5.9341896104,75.0,PST,Pastizal,99,"44,45,46,47",,
6189481,3e64b325-a3be-4d5f-b5a3-d3aa0a215a05,223,600,3,1,31,1.97806320347,25.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6189527,4c65051a-0210-4d39-958a-dd50b5bf5006,300,600,2,1,46,38.10420847641,50.0,PST,Pastizal,99,"44,45,46,47",,
6189528,4c65051a-0210-4d39-958a-dd50b5bf5006,231,600,3,1,32,19.0521042382,25.0,LVI,Viñedo,220,"+30,35,36",,
6189529,4c65051a-0210-4d39-958a-dd50b5bf5006,223,600,4,1,31,11.43126254292,15.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6189530,4c65051a-0210-4d39-958a-dd50b5bf5006,101,600,5,1,21,7.62084169528,10.0,EDF,Edificación,100,+20,,
6189559,4c5f6da1-c9b9-4c9d-8472-726788968551,300,600,2,1,46,4.59406621346,60.0,PST,Pastizal,99,"44,45,46,47",,
6189565,290559b9-abed-4f86-817d-153f84cb476d,316,600,3,1,40,2.26215969017,50.0,CNF,Coniferas,310,40,,
6189580,1537542c-4d49-48d9-96c3-b2f0fc9b4007,223,600,2,1,31,29.77704542111,60.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6189581,1537542c-4d49-48d9-96c3-b2f0fc9b4007,232,600,3,1,31,9.92568180704,20.0,LOL,Olivar,220,"+30,35,36",,
6189582,1537542c-4d49-48d9-96c3-b2f0fc9b4007,300,600,4,1,46,9.92568180704,20.0,PST,Pastizal,99,"44,45,46,47",,
6189626,043d8980-b9d6-422c-98c2-72b4652c7f58,320,600,2,1,41,21.34477211106,75.0,MTR,Matorral,99,"41,44,45,46",,
6189660,0cfdb3f0-7f7a-4378-96ad-fda486d05b42,316,600,2,1,40,3.87601886004,65.0,CNF,Coniferas,310,40,,
6189679,0cbf17dd-9524-4b00-a8de-73d407d459a8,223,600,2,1,31,3.58626227662,50.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6189680,0cbf17dd-9524-4b00-a8de-73d407d459a8,300,600,3,1,46,2.15175736597,30.0,PST,Pastizal,99,"44,45,46,47",,
6189681,0cbf17dd-9524-4b00-a8de-73d407d459a8,320,600,4,1,46,1.43450491065,20.0,MTR,Matorral,99,"41,44,45,46",,
6189723,0fd68f49-808b-4138-9fb5-9b9ee1b2454f,300,600,2,1,46,4.63072332778,90.0,PST,Pastizal,99,"44,45,46,47",,
6189724,0fd68f49-808b-4138-9fb5-9b9ee1b2454f,223,600,3,1,31,0.5145248142,10.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6189825,0b7e3907-6d7f-4500-9cb3-8b3c0d9a3477,223,600,2,1,31,0.91884389644,80.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6189826,0b7e3907-6d7f-4500-9cb3-8b3c0d9a3477,101,600,3,1,23,0.22971097411,20.0,EDF,Edificación,100,+20,,
6189889,6a122d36-310a-43a3-8169-48ef9b5ace4e,223,600,2,1,31,10.16048702879,50.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6189890,6a122d36-310a-43a3-8169-48ef9b5ace4e,232,600,3,1,31,7.11234092015,35.0,LOL,Olivar,220,"+30,35,36",,
6189891,6a122d36-310a-43a3-8169-48ef9b5ace4e,300,600,4,1,46,3.04814610864,15.0,PST,Pastizal,99,"44,45,46,47",,
6189936,b6ca6e01-5ee1-4ecc-a8fd-7ec61f5ec0da,101,600,3,1,21,0.68151125195,10.0,EDF,Edificación,100,+20,,
6189937,b6ca6e01-5ee1-4ecc-a8fd-7ec61f5ec0da,223,600,5,1,31,0.34075562597,5.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6190090,1e3d9c84-2e12-4011-96e4-f1241bfdf8bf,316,600,2,1,40,5.13932372399,75.0,CNF,Coniferas,310,40,,
6190155,48edee1e-9d8b-4fc1-a6ee-cb982b4fa1fe,320,600,2,1,41,3.80155121095,75.0,MTR,Matorral,99,"41,44,45,46",,
6190178,0567a0ab-182b-4af3-8398-0c83c99eeaf8,316,600,2,1,40,17.88144483246,65.0,CNF,Coniferas,310,40,,
6190234,0a9347bc-7ad3-4e75-bf47-095016273c2a,300,600,2,1,46,2.25603934285,50.0,PST,Pastizal,99,"44,45,46,47",,
6190235,0a9347bc-7ad3-4e75-bf47-095016273c2a,231,600,3,1,31,1.35362360571,30.0,LVI,Viñedo,220,"+30,35,36",,
6190236,0a9347bc-7ad3-4e75-bf47-095016273c2a,223,600,4,1,31,0.90241573714,20.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6190291,2ab92a31-4a31-42f4-9dea-bf3d82fe0588,300,600,2,1,46,83.0632007947,85.0,PST,Pastizal,99,"44,45,46,47",,
6190292,2ab92a31-4a31-42f4-9dea-bf3d82fe0588,212,600,3,1,31,14.65821190495,15.0,CHL,Cultivos Herbáceos distintos de Arroz,210,"+30,35,36",,
6190300,023ed5b9-50f0-4a99-9fba-bd7827e5b6c6,223,600,2,1,31,3.75907930128,90.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6190301,023ed5b9-50f0-4a99-9fba-bd7827e5b6c6,212,600,3,1,31,0.41767547792,10.0,CHL,Cultivos Herbáceos distintos de Arroz,210,"+30,35,36",,
6190337,057ff78b-9f14-4f09-a5bd-991e28022bcd,300,600,2,1,46,9.81876839681,75.0,PST,Pastizal,99,"44,45,46,47",,
6190338,057ff78b-9f14-4f09-a5bd-991e28022bcd,223,600,3,1,31,3.27292279894,25.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6190416,00d532e0-0b1b-48bc-869c-199aaf1fb345,300,600,2,1,46,2.41171922411,92.0,PST,Pastizal,99,"44,45,46,47",,
6190417,00d532e0-0b1b-48bc-869c-199aaf1fb345,101,600,3,1,21,0.20971471514,8.0,EDF,Edificación,100,+20,,
6190436,0e3994cc-c26d-45f4-b174-e0c11415d6e5,300,600,2,1,46,3.12860263311,55.0,PST,Pastizal,99,"44,45,46,47",,
6190437,0e3994cc-c26d-45f4-b174-e0c11415d6e5,223,600,3,1,31,2.55976579073,45.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6190471,10fa83a5-c0be-47b4-859b-1679df64c1b5,300,600,2,1,46,26.724305675,85.0,PST,Pastizal,99,"44,45,46,47",,
6190472,10fa83a5-c0be-47b4-859b-1679df64c1b5,101,600,3,1,23,4.71605394265,15.0,EDF,Edificación,100,+20,,
6190479,12ce1266-e65d-4749-9eb0-41299e1b7e03,223,600,2,1,31,7.23576124617,65.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6190480,12ce1266-e65d-4749-9eb0-41299e1b7e03,101,600,3,1,23,1.11319403787,10.0,EDF,Edificación,100,+20,,
6190481,12ce1266-e65d-4749-9eb0-41299e1b7e03,300,600,4,1,46,1.11319403787,10.0,PST,Pastizal,99,"44,45,46,47",,
6190584,01a38a79-7551-43a1-8ffc-a7617c543968,320,600,2,1,,3.07483393642,50.0,MTR,Matorral,99,"41,44,45,46",,
6190585,01a38a79-7551-43a1-8ffc-a7617c543968,300,600,3,1,,1.84490036185,30.0,PST,Pastizal,99,"44,45,46,47",,
6190586,01a38a79-7551-43a1-8ffc-a7617c543968,316,600,4,1,,1.22993357457,20.0,CNF,Coniferas,310,40,,
6190608,4c5f6da1-c9b9-4c9d-8472-726788968551,320,600,3,1,,3.06271080897,40.0,MTR,Matorral,99,"41,44,45,46",,
6190613,290559b9-abed-4f86-817d-153f84cb476d,300,600,2,1,,2.26215969017,50.0,PST,Pastizal,99,"44,45,46,47",,
6190649,043d8980-b9d6-422c-98c2-72b4652c7f58,336,600,3,1,,7.11492403702,25.0,RMB,Ramblas,330,,,
6190666,0cfdb3f0-7f7a-4378-96ad-fda486d05b42,300,600,3,1,,2.08708707848,35.0,PST,Pastizal,99,"44,45,46,47",,
6190720,085cf215-a198-43dc-97d3-ee7a8b4413be,300,600,2,1,,8.60944747551,70.0,PST,Pastizal,99,"44,45,46,47",,
6190721,085cf215-a198-43dc-97d3-ee7a8b4413be,320,600,3,1,,3.68976320379,30.0,MTR,Matorral,99,"41,44,45,46",,
6190788,5be48729-7cea-4dd5-abb5-21bf58407642,320,600,2,1,,14.39249980165,85.0,MTR,Matorral,99,"41,44,45,46",,
6190789,5be48729-7cea-4dd5-abb5-21bf58407642,300,600,3,1,,2.53985290617,15.0,PST,Pastizal,99,"44,45,46,47",,
6190796,b6ca6e01-5ee1-4ecc-a8fd-7ec61f5ec0da,300,600,2,1,,5.11133438961,75.0,PST,Pastizal,99,"44,45,46,47",,
6190797,b6ca6e01-5ee1-4ecc-a8fd-7ec61f5ec0da,111,600,4,1,,0.34075562597,5.0,OCT,Otras Construcciones,100,,,
6190798,b6ca6e01-5ee1-4ecc-a8fd-7ec61f5ec0da,316,600,6,1,,0.34075562597,5.0,CNF,Coniferas,310,40,,
6190856,1e3d9c84-2e12-4011-96e4-f1241bfdf8bf,300,600,3,1,,1.713107908,25.0,PST,Pastizal,99,"44,45,46,47",,
6190884,48edee1e-9d8b-4fc1-a6ee-cb982b4fa1fe,336,600,3,1,,1.26718373698,25.0,RMB,Ramblas,330,,,
6190893,48d008af-5b1d-4076-a7bb-11ecf70571a2,300,600,2,1,,164.72525839538,45.0,PST,Pastizal,99,"44,45,46,47",,
6190894,48d008af-5b1d-4076-a7bb-11ecf70571a2,316,600,3,1,,109.81683893025,30.0,CNF,Coniferas,310,40,,
6190895,48d008af-5b1d-4076-a7bb-11ecf70571a2,320,600,4,1,,91.51403244188,25.0,MTR,Matorral,99,"41,44,45,46",,
6190900,0567a0ab-182b-4af3-8398-0c83c99eeaf8,300,600,3,1,,9.6284702944,35.0,PST,Pastizal,99,"44,45,46,47",,
6190938,1c6c5b13-a336-4018-aa92-550f58771e82,300,600,2,1,,94.40453574172,75.0,PST,Pastizal,99,"44,45,46,47",,
6190939,1c6c5b13-a336-4018-aa92-550f58771e82,320,600,3,1,,31.46817858057,25.0,MTR,Matorral,99,"41,44,45,46",,
6191038,12ce1266-e65d-4749-9eb0-41299e1b7e03,316,600,5,1,,1.11319403787,10.0,CNF,Coniferas,310,40,,
6191039,12ce1266-e65d-4749-9eb0-41299e1b7e03,104,600,6,1,,0.55659701894,5.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6191046,1f8e0caf-6eb6-4e32-872f-f59de535eb6f,223,600,3,1,31,7.16261747997,25.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6191047,1f8e0caf-6eb6-4e32-872f-f59de535eb6f,300,600,4,1,46,5.73009398397,20.0,PST,Pastizal,99,"44,45,46,47",,
6191048,1f8e0caf-6eb6-4e32-872f-f59de535eb6f,212,600,5,1,31,4.29757048798,15.0,CHL,Cultivos Herbáceos distintos de Arroz,210,"+30,35,36",,
6191101,025de65d-8883-4490-b80a-a20b17fb8eef,223,600,3,1,31,0.8586340974,40.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6191148,0ec6c787-42bd-4d25-a4dd-2e99e34dbe93,212,600,3,1,31,0.32779725654,23.0,CHL,Cultivos Herbáceos distintos de Arroz,210,"+30,35,36",,
6191149,0ec6c787-42bd-4d25-a4dd-2e99e34dbe93,223,600,4,1,31,0.28504109265,20.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6191173,0c5b8b34-9ad1-41b3-bfb4-fe35e7078540,223,600,2,1,31,13.52582445165,60.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6191174,0c5b8b34-9ad1-41b3-bfb4-fe35e7078540,212,600,4,1,31,3.38145611291,15.0,CHL,Cultivos Herbáceos distintos de Arroz,210,"+30,35,36",,
6191186,0105c178-4836-46ec-a784-d5d9817084d9,223,600,2,1,31,1.78244852157,75.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6191235,ad23c9c3-cc27-45a0-9507-dddfe6e657de,223,600,2,1,31,2.63873989915,75.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6191239,1a0c0f5d-760e-447e-8b0b-a0243062e199,223,600,4,1,31,0.84555743141,15.0,LFN,Frutales No Cítricos,221,"+30,35,36",,
6191288,53d3d685-65d0-42dd-a93d-24f5a0f7befd,222,600,2,1,31,4.97108382652,50.0,LFC,Frutales Cítricos,221,"+30,35,36",,
6191369,08dbafdd-01a9-4a00-8e4e-a7d092cb52f5,336,600,3,1,,1.78647888329,30.0,RMB,Ramblas,330,,,
6191398,086bfe0e-5899-41e0-be14-f2ff0bbdf0fe,300,600,2,1,,3.39731069572,80.0,PST,Pastizal,99,"44,45,46,47",,
6191401,1a0c0f5d-760e-447e-8b0b-a0243062e199,333,600,3,1,,1.40926238569,25.0,SDN,Suelo Desnudo,330,"44,48,49",,
6191424,1f8e0caf-6eb6-4e32-872f-f59de535eb6f,813,600,2,1,,11.46018796795,40.0,UDS,Discontinuo,810,28,100,
6191449,025de65d-8883-4490-b80a-a20b17fb8eef,813,600,2,1,,1.2879511461,60.0,UDS,Discontinuo,810,28,100,
6191490,0ec6c787-42bd-4d25-a4dd-2e99e34dbe93,813,600,2,1,,0.81236711404,57.0,UDS,Discontinuo,810,28,100,
6191505,0c5b8b34-9ad1-41b3-bfb4-fe35e7078540,813,600,3,1,,5.63576018819,25.0,UDS,Discontinuo,810,28,100,
6191512,0105c178-4836-46ec-a784-d5d9817084d9,813,600,3,1,,0.59414950719,25.0,UDS,Discontinuo,810,28,100,
6191541,ad23c9c3-cc27-45a0-9507-dddfe6e657de,813,600,3,1,,0.87957996638,25.0,UDS,Discontinuo,810,28,100,
6191543,086bfe0e-5899-41e0-be14-f2ff0bbdf0fe,813,600,3,1,,0.42466383697,10.0,UDS,Discontinuo,810,28,100,
6191544,086bfe0e-5899-41e0-be14-f2ff0bbdf0fe,823,600,4,1,,0.42466383697,10.0,IAS,Industrial Aislada,820,28,100,
6191549,1a0c0f5d-760e-447e-8b0b-a0243062e199,813,600,2,1,,3.38222972565,60.0,UDS,Discontinuo,810,28,100,
6191577,53d3d685-65d0-42dd-a93d-24f5a0f7befd,813,600,3,1,,4.97108382652,50.0,UDS,Discontinuo,810,28,100,
6191635,53d3d685-65d0-42dd-a93d-24f5a0f7befd,101,"600,813",4,"1,3",23,2.48554191326,25.0,EDF,Edificación,100,+20,,
6191654,0c5b8b34-9ad1-41b3-bfb4-fe35e7078540,101,"600,813",5,"1,3",23,4.22682014114,18.75,EDF,Edificación,100,+20,,
6191683,025de65d-8883-4490-b80a-a20b17fb8eef,101,"600,813",5,"1,2",23,0.32198778653,15.0,EDF,Edificación,100,+20,,
6191686,086bfe0e-5899-41e0-be14-f2ff0bbdf0fe,101,"600,813",6,"1,3",23,0.10616595924,2.5,EDF,Edificación,100,+20,,
6191714,1f8e0caf-6eb6-4e32-872f-f59de535eb6f,101,"600,813",7,"1,2",23,3.43805639038,12.0,EDF,Edificación,100,+20,,
6191728,0ec6c787-42bd-4d25-a4dd-2e99e34dbe93,101,"600,813",6,"1,2",23,0.16247342281,11.4,EDF,Edificación,100,+20,,
6191747,ad23c9c3-cc27-45a0-9507-dddfe6e657de,101,"600,813",5,"1,3",21,0.13193699496,3.75,EDF,Edificación,100,+20,,
6191756,1a0c0f5d-760e-447e-8b0b-a0243062e199,101,"600,813",5,"1,2",23,1.18378040398,21.0,EDF,Edificación,100,+20,,
6191764,0105c178-4836-46ec-a784-d5d9817084d9,101,"600,813",5,"1,3",23,0.11882990144,5.0,EDF,Edificación,100,+20,,
6191780,08dbafdd-01a9-4a00-8e4e-a7d092cb52f5,320,"600,600",5,"1,2",41,1.2505352183,21.0,MTR,Matorral,99,"41,44,45,46",,
6191877,53d3d685-65d0-42dd-a93d-24f5a0f7befd,102,"600,813",5,"1,3",,0.9942167653,10.0,ZAU,Zona Verde Artificial y Arbolado Urbano,100,,,
6191878,53d3d685-65d0-42dd-a93d-24f5a0f7befd,121,"600,813",6,"1,3",,0.9942167653,10.0,SNE,Suelo No Edificado,100,,,
6191879,53d3d685-65d0-42dd-a93d-24f5a0f7befd,104,"600,813",7,"1,3",,0.49710838265,5.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6191939,0c5b8b34-9ad1-41b3-bfb4-fe35e7078540,121,"600,813",6,"1,3",,1.12715203764,5.0,SNE,Suelo No Edificado,100,,,
6191940,0c5b8b34-9ad1-41b3-bfb4-fe35e7078540,104,"600,813",7,"1,3",,0.28178800941,1.25,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6192031,025de65d-8883-4490-b80a-a20b17fb8eef,121,"600,813",4,"1,2",,0.48942143552,22.8,SNE,Suelo No Edificado,100,,,
6192032,025de65d-8883-4490-b80a-a20b17fb8eef,104,"600,813",6,"1,2",,0.2318312063,10.8,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6192033,025de65d-8883-4490-b80a-a20b17fb8eef,102,"600,813",7,"1,2",,0.14167462607,6.6,ZAU,Zona Verde Artificial y Arbolado Urbano,100,,,
6192034,025de65d-8883-4490-b80a-a20b17fb8eef,111,"600,813",8,"1,2",,0.06439755731,3.0,OCT,Otras Construcciones,100,,,
6192035,025de65d-8883-4490-b80a-a20b17fb8eef,103,"600,813",9,"1,2",,0.03863853438,1.8,LAA,Lámina de Agua Artificial,100,,,
6192042,086bfe0e-5899-41e0-be14-f2ff0bbdf0fe,102,"600,813",5,"1,3",,0.14863234294,3.5,ZAU,Zona Verde Artificial y Arbolado Urbano,100,,,
6192043,086bfe0e-5899-41e0-be14-f2ff0bbdf0fe,104,"600,813",7,"1,3",,0.08493276739,2.0,VAP,"Vial, Aparcamiento o Zona Peatonal sin Vegetación",100,,,
6192044,086bfe0e-5899-41e0-be14-f2ff0bbdf0fe,121,"600,813",8,"1,3",,0.08493276739,2.0,SNE,Suelo No Edificado,100,,,
6192045,086bfe0e-5899-41e0-be14-f2ff0bbdf0fe,121,"600,823",9,"1,4",,0.33973106957,8.0,SNE,Suelo No Edificado,100,,,
6192046,086bfe0e-5899-41e0-be14-f2ff0bbdf0fe,111,"600,823",10,"1,4",,0.08493276739,2.0,OCT,Otras Construcciones,100,,,
6192143,1f8e0caf-6eb6-4e32-872f-f59de535eb6f,121,"600,813",6,"1,2",,6.87611278077,24.0,SNE,Suelo No Edificado,100,,,
